Rank;Player;Age;Nation;Position;Squad;Competition;Match_played;Minutes_played;Goals_Scored;Assist;Goals_Excluding_Penalties;Red_Cards;Goals_per_90min;Assist_per_90min;Goals&Assist_per_90min;Goals_excluding_penalties_90min
1723;Tomás Mendes;18;es ESP;MF;Alavés;es La Liga;1;6;0;0;0;0;0.00;0.00;0.00;0.00
1995;Eneko Ortiz;20;es ESP;DF;Alavés;es La Liga;1;14;0;0;0;0;0.00;0.00;0.00;0.00
2277;Unai Ropero;21;es ESP;MF;Alavés;es La Liga;1;5;0;0;0;0;0.00;0.00;0.00;0.00
1307;Jon Karrikaburu;20;es ESP;MF,FW;Alavés;es La Liga;2;16;0;0;0;0;0.00;0.00;0.00;0.00
2038;Victor Parada;21;es ESP;FW,MF;Alavés;es La Liga;2;3;0;0;0;0;0.00;0.00;0.00;0.00
2537;Mamadou Sylla;29;sn SEN;FW,MF;Alavés;es La Liga;2;18;0;0;0;0;0.00;0.00;0.00;0.00
1747;Miguel;23;es ESP;FW,MF;Alavés;es La Liga;3;65;0;0;0;0;0.00;0.00;0.00;0.00
2011;Jesús Owono;22;gq EQG;GK;Alavés;es La Liga;4;360;0;0;0;0;0.00;0.00;0.00;0.00
2030;Joaquín Panichelli;20;ar ARG;FW,MF;Alavés;es La Liga;8;226;0;0;0;0;0.00;0.00;0.00;0.00
2789;Xeber;26;es ESP;FW,MF;Alavés;es La Liga;10;302;0;0;0;0;0.00;0.00;0.00;0.00
2400;Aleksandar Sedlar;31;rs SRB;DF;Alavés;es La Liga;11;946;1;0;1;0;0.10;0.00;0.10;0.10
2437;Giuliano Simeone;20;ar ARG;FW;Alavés;es La Liga;14;630;1;2;1;0;0.14;0.29;0.43;0.14
2697;Carlos Vicente;24;es ESP;FW;Alavés;es La Liga;18;1114;2;4;2;0;0.16;0.32;0.48;0.16
1088;Ianis Hagi;24;ro ROU;MF,FW;Alavés;es La Liga;22;804;0;2;0;0;0.00;0.22;0.22;0.00
2205;Abderrahman Rebbach;24;dz ALG;FW,MF;Alavés;es La Liga;23;722;1;0;1;0;0.12;0.00;0.12;0.12
2568;Nahuel Tenaglia;27;ar ARG;DF;Alavés;es La Liga;25;1141;1;0;1;0;0.08;0.00;0.08;0.08
12;Abdel Abqar;24;ma MAR;DF;Alavés;es La Liga;27;2312;0;0;0;0;0.00;0.00;0.00;0.00
776;Rubén Duarte;27;es ESP;DF;Alavés;es La Liga;28;1878;2;1;2;0;0.10;0.05;0.14;0.10
275;Carlos Benavídez;25;uy URU;MF;Alavés;es La Liga;29;1136;3;1;3;0;0.24;0.08;0.32;0.24
2468;Alex Sola;24;es ESP;FW,MF;Alavés;es La Liga;29;1262;0;3;0;0;0.00;0.21;0.21;0.00
2469;Alex Sola;24;es ESP;DF,MF;Real Sociedad;es La Liga;2;30;0;0;0;0;0.00;0.00;0.00;0.00
1510;Javi López;21;es ESP;DF;Alavés;es La Liga;32;2386;1;3;1;0;0.04;0.11;0.15;0.04
317;Antonio Blanco;23;es ESP;MF;Alavés;es La Liga;33;2426;0;1;0;1;0.00;0.04;0.04;0.00
1336;Kiké;33;es ESP;FW,MF;Alavés;es La Liga;33;1423;3;2;3;0;0.19;0.13;0.32;0.19
1620;Rafa Marín;21;es ESP;DF;Alavés;es La Liga;33;2443;0;0;0;0;0.00;0.00;0.00;0.00
1973;Samuel Omorodion;19;es ESP;FW;Alavés;es La Liga;34;1918;8;1;8;0;0.38;0.05;0.42;0.38
1974;Samuel Omorodion;19;es ESP;FW;Granada;es La Liga;1;80;1;0;1;0;1.13;0.00;1.13;1.13
2449;Antonio Sivera;26;es ESP;GK;Alavés;es La Liga;34;3060;0;0;0;0;0.00;0.00;0.00;0.00
1017;Andoni Gorosabel;26;es ESP;DF;Alavés;es La Liga;36;2854;1;0;1;0;0.03;0.00;0.03;0.03
1073;Jon Guridi;28;es ESP;MF;Alavés;es La Liga;36;2678;3;4;3;0;0.10;0.13;0.24;0.10
1057;Ander Guevara;26;es ESP;MF;Alavés;es La Liga;37;2932;1;0;1;0;0.03;0.00;0.03;0.03
2236;Luis Rioja;29;es ESP;FW,MF;Alavés;es La Liga;37;2498;5;4;2;0;0.18;0.14;0.32;0.07
175;Srđan Babić;27;rs SRB;DF;Almería;es La Liga;1;90;0;0;0;0;0.00;0.00;0.00;0.00
879;Rachad Fettal;18;ma MAR;FW;Almería;es La Liga;1;17;0;0;0;0;0.00;0.00;0.00;0.00
1622;Diego Mariño;33;es ESP;GK;Almería;es La Liga;1;90;0;0;0;0;0.00;0.00;0.00;0.00
2357;Paco Sanz;18;es ESP;DF;Almería;es La Liga;1;24;0;0;0;0;0.00;0.00;0.00;0.00
871;Fernando;33;es ESP;GK;Almería;es La Liga;4;360;0;0;0;0;0.00;0.00;0.00;0.00
872;Fernando;36;br BRA;MF;Sevilla;es La Liga;8;459;0;0;0;0;0.00;0.00;0.00;0.00
2561;Marciano Tchami;19;gw GNB;FW,MF;Almería;es La Liga;6;43;0;0;0;0;0.00;0.00;0.00;0.00
1721;Houboulang Mendes;25;gw GNB;DF;Almería;es La Liga;7;396;0;0;0;0;0.00;0.00;0.00;0.00
2083;Marcos Peña;18;es ESP;MF;Almería;es La Liga;7;441;0;0;0;0;0.00;0.00;0.00;0.00
1282;Kaiky;19;br BRA;DF;Almería;es La Liga;8;523;1;0;1;0;0.17;0.00;0.17;0.17
1364;Ibrahima Koné;24;ml MLI;FW;Almería;es La Liga;9;277;0;0;0;0;0.00;0.00;0.00;0.00
1365;Ibrahima Koné;24;ml MLI;FW;Lorient;fr Ligue 1;1;32;0;0;0;0;0.00;0.00;0.00;0.00
2171;Aleksandar Radovanović;29;rs SRB;DF;Almería;es La Liga;9;569;0;0;0;0;0.00;0.00;0.00;0.00
1427;Bruno Langa;25;mz MOZ;DF;Almería;es La Liga;11;820;1;0;1;1;0.11;0.00;0.11;0.11
1758;Marko Milovanović;19;rs SRB;FW,MF;Almería;es La Liga;11;308;1;0;1;0;0.29;0.00;0.29;0.29
2162;Arnau Puigmal;22;es ESP;FW,DF;Almería;es La Liga;11;255;0;0;0;0;0.00;0.00;0.00;0.00
2703;Jonathan Viera;33;es ESP;MF;Almería;es La Liga;12;912;0;3;0;1;0.00;0.30;0.30;0.00
2702;Jonathan Viera;33;es ESP;MF,FW;Las Palmas;es La Liga;9;617;2;1;0;0;0.29;0.15;0.44;0.00
1526;Anthony Lozano;30;hn HON;FW;Almería;es La Liga;13;772;3;0;3;0;0.35;0.00;0.35;0.35
1525;Anthony Lozano;30;hn HON;MF,FW;Getafe;es La Liga;6;92;0;0;0;0;0.00;0.00;0.00;0.00
2272;Luka Romero;18;ar ARG;FW;Almería;es La Liga;13;438;3;0;3;0;0.62;0.00;0.62;0.62
2271;Luka Romero;18;ar ARG;FW,MF;Milan;it Serie A;4;88;0;0;0;0;0.00;0.00;0.00;0.00
501;Álex Centelles;25;es ESP;DF;Almería;es La Liga;14;980;0;1;0;0;0.00;0.09;0.09;0.00
1439;Lázaro;21;br BRA;FW,MF;Almería;es La Liga;14;285;0;0;0;0;0.00;0.00;0.00;0.00
1224;Luis Javier Suárez;25;co COL;FW;Almería;es La Liga;15;917;6;0;5;0;0.59;0.00;0.59;0.49
53;Sergio Akieme;25;es ESP;DF;Almería;es La Liga;19;1675;2;0;2;0;0.11;0.00;0.11;0.11
54;Sergio Akieme;25;es ESP;DF;Reims;fr Ligue 1;13;818;2;0;2;0;0.22;0.00;0.22;0.22
1796;César Montes;26;mx MEX;DF;Almería;es La Liga;21;1788;0;0;0;0;0.00;0.00;0.00;0.00
2152;Alejandro Pozo Pozo;24;es ESP;DF,MF;Almería;es La Liga;21;976;0;0;0;0;0.00;0.00;0.00;0.00
2159;Pubill;20;es ESP;DF;Almería;es La Liga;23;1883;1;3;1;0;0.05;0.14;0.19;0.05
174;Iddrisu Baba;27;gh GHA;MF;Almería;es La Liga;25;1430;0;0;0;0;0.00;0.00;0.00;0.00
1717;Gonzalo Melero;29;es ESP;MF,FW;Almería;es La Liga;28;1103;1;1;1;0;0.08;0.08;0.16;0.08
2182;Largie Ramazani;22;be BEL;FW,MF;Almería;es La Liga;29;1555;3;5;3;2;0.17;0.29;0.46;0.17
1515;Dion Lopy;21;sn SEN;MF;Almería;es La Liga;30;1916;0;0;0;0;0.00;0.00;0.00;0.00
371;Juan Brandáriz;24;es ESP;DF;Almería;es La Liga;31;2434;0;1;0;0;0.00;0.04;0.04;0.00
1003;Édgar González;26;es ESP;DF,MF;Almería;es La Liga;31;2522;2;0;2;1;0.07;0.00;0.07;0.07
211;Léo Baptistão;30;br BRA;FW;Almería;es La Liga;32;1837;6;0;6;1;0.29;0.00;0.29;0.29
1679;Luís Maximiano;24;pt POR;GK;Almería;es La Liga;33;2970;0;0;0;0;0.00;0.00;0.00;0.00
2244;Lucas Robertone;26;ar ARG;MF;Almería;es La Liga;33;2381;0;5;0;0;0.00;0.19;0.19;0.00
142;Sergio Arribas;21;es ESP;MF,FW;Almería;es La Liga;34;2047;9;4;9;0;0.40;0.18;0.57;0.40
815;Adri Embarba;31;es ESP;FW,MF;Almería;es La Liga;36;2476;3;2;2;0;0.11;0.07;0.18;0.07
1929;Ethan Nwaneri;16;eng ENG;FW;Arsenal;eng Premier League;1;14;0;0;0;0;0.00;0.00;0.00;0.00
2597;Jurriën Timber;22;nl NED;DF;Arsenal;eng Premier League;2;71;0;0;0;0;0.00;0.00;0.00;0.00
812;Mohamed Elneny;31;eg EGY;MF;Arsenal;eng Premier League;3;28;0;0;0;0;0.00;0.00;0.00;0.00
2462;Cédric Soares;31;pt POR;DF;Arsenal;eng Premier League;3;62;0;0;0;0;0.00;0.00;0.00;0.00
2188;Aaron Ramsdale;25;eng ENG;GK;Arsenal;eng Premier League;6;540;0;0;0;0;0.00;0.00;0.00;0.00
2700;Fabio Vieira;23;pt POR;MF,FW;Arsenal;eng Premier League;11;297;1;2;0;1;0.30;0.61;0.91;0.00
2460;Emile Smith Rowe;23;eng ENG;MF;Arsenal;eng Premier League;13;353;0;1;0;0;0.00;0.25;0.25;0.00
2045;Thomas Partey;30;gh GHA;MF,DF;Arsenal;eng Premier League;14;788;0;0;0;0;0.00;0.00;0.00;0.00
1886;Reiss Nelson;23;eng ENG;FW;Arsenal;eng Premier League;15;268;0;0;0;0;0.00;0.00;0.00;0.00
1340;Jakub Kiwior;23;pl POL;DF;Arsenal;eng Premier League;20;946;1;3;1;0;0.10;0.29;0.38;0.10
2606;Takehiro Tomiyasu;24;jp JPN;DF;Arsenal;eng Premier League;22;1149;2;1;2;1;0.16;0.08;0.23;0.16
1250;Jorginho;31;it ITA;MF;Arsenal;eng Premier League;24;921;0;2;0;0;0.00;0.20;0.20;0.00
1232;Gabriel Jesus;26;br BRA;FW;Arsenal;eng Premier League;27;1478;4;5;4;0;0.24;0.30;0.55;0.24
1908;Eddie Nketiah;24;eng ENG;FW;Arsenal;eng Premier League;27;1082;5;2;5;0;0.42;0.17;0.58;0.42
2838;Oleksandr Zinchenko;26;ua UKR;DF;Arsenal;eng Premier League;27;1722;1;2;1;0;0.05;0.10;0.16;0.05
2203;David Raya;27;es ESP;GK;Arsenal;eng Premier League;32;2880;0;0;0;0;0.00;0.00;0.00;0.00
2640;Leandro Trossard;28;be BEL;FW,MF;Arsenal;eng Premier League;34;1649;12;1;12;0;0.65;0.05;0.71;0.65
1638;Gabriel Martinelli;22;br BRA;FW;Arsenal;eng Premier League;35;2019;6;4;6;0;0.27;0.18;0.45;0.27
2313;Bukayo Saka;21;eng ENG;FW;Arsenal;eng Premier League;35;2919;16;9;10;0;0.49;0.28;0.77;0.31
2849;Martin Ødegaard;24;no NOR;MF;Arsenal;eng Premier League;35;3091;8;10;6;0;0.23;0.29;0.52;0.17
1556;Gabriel Magalhães;25;br BRA;DF;Arsenal;eng Premier League;36;3044;4;0;4;0;0.12;0.00;0.12;0.12
1108;Kai Havertz;24;de GER;MF,FW;Arsenal;eng Premier League;37;2634;13;7;12;0;0.44;0.24;0.68;0.41
2762;Ben White;25;eng ENG;DF;Arsenal;eng Premier League;37;2988;4;4;4;0;0.12;0.12;0.24;0.12
2226;Declan Rice;24;eng ENG;MF;Arsenal;eng Premier League;38;3225;7;8;7;0;0.20;0.22;0.42;0.20
2319;William Saliba;22;fr FRA;DF;Arsenal;eng Premier League;38;3420;2;1;2;0;0.05;0.03;0.08;0.05
129;Cameron Archer;22;eng ENG;MF;Aston Villa;eng Premier League;1;6;0;0;0;0;0.00;0.00;0.00;0.00
128;Cameron Archer;22;eng ENG;FW,MF;Sheffield Utd;eng Premier League;29;1832;4;1;4;0;0.20;0.05;0.25;0.20
1764;Tyrone Mings;30;eng ENG;DF;Aston Villa;eng Premier League;1;30;0;0;0;0;0.00;0.00;0.00;0.00
1840;Finley Munroe;18;eng ENG;MF;Aston Villa;eng Premier League;1;4;0;0;0;0;0.00;0.00;0.00;0.00
2120;Jaden Philogene Bidace;21;eng ENG;FW;Aston Villa;eng Premier League;1;4;0;0;0;0;0.00;0.00;0.00;0.00
599;Philippe Coutinho;31;br BRA;MF,FW;Aston Villa;eng Premier League;2;25;0;0;0;0;0.00;0.00;0.00;0.00
1327;Omari Kellyman;17;eng ENG;FW;Aston Villa;eng Premier League;2;37;0;0;0;0;0.00;0.00;0.00;0.00
2625;Bertrand Traoré;27;bf BFA;DF,FW;Aston Villa;eng Premier League;2;11;0;0;0;0;0.00;0.00;0.00;0.00
2626;Bertrand Traoré;27;bf BFA;MF;Villarreal;es La Liga;11;568;1;0;1;0;0.16;0.00;0.16;0.16
1331;Kaine Kesler-Hayden;20;eng ENG;MF,DF;Aston Villa;eng Premier League;3;6;0;0;0;0;0.00;0.00;0.00;0.00
515;Calum Chambers;28;eng ENG;MF,DF;Aston Villa;eng Premier League;5;152;0;1;0;0;0.00;0.59;0.59;0.00
1968;Robin Olsen;33;se SWE;GK;Aston Villa;eng Premier League;5;405;0;0;0;0;0.00;0.00;0.00;0.00
677;Leander Dendoncker;28;be BEL;MF;Aston Villa;eng Premier League;8;119;1;0;1;0;0.76;0.00;0.76;0.76
678;Leander Dendoncker;28;be BEL;MF;Napoli;it Serie A;3;24;0;0;0;0;0.00;0.00;0.00;0.00
1192;Tim Iroegbunam;20;eng ENG;MF;Aston Villa;eng Premier League;9;164;0;0;0;0;0.00;0.00;0.00;0.00
2265;Morgan Rogers;21;eng ENG;MF,FW;Aston Villa;eng Premier League;11;638;3;1;3;0;0.42;0.14;0.56;0.42
1466;Clément Lenglet;28;fr FRA;DF;Aston Villa;eng Premier League;14;1153;0;1;0;0;0.00;0.08;0.08;0.00
2190;Jacob Ramsey;22;eng ENG;FW,MF;Aston Villa;eng Premier League;16;853;1;1;1;0;0.11;0.11;0.21;0.11
1292;Boubacar Kamara;23;fr FRA;MF;Aston Villa;eng Premier League;20;1652;0;1;0;1;0.00;0.05;0.05;0.00
1804;Álex Moreno;30;es ESP;DF;Aston Villa;eng Premier League;21;1031;2;0;2;0;0.17;0.00;0.17;0.17
784;Jhon Durán;19;co COL;FW,MF;Aston Villa;eng Premier League;23;475;5;0;5;0;0.95;0.00;0.95;0.95
2814;Nicolò Zaniolo;24;it ITA;FW,MF;Aston Villa;eng Premier League;25;839;2;0;2;0;0.21;0.00;0.21;0.21
467;Diego Carlos;30;br BRA;DF;Aston Villa;eng Premier League;27;1816;0;0;0;0;0.00;0.00;0.00;0.00
482;Matty Cash;25;pl POL;DF;Aston Villa;eng Premier League;29;2142;2;2;2;0;0.08;0.08;0.17;0.08
2615;Pau Torres;26;es ESP;DF;Aston Villa;eng Premier League;29;2464;2;0;2;0;0.07;0.00;0.07;0.07
2592;Youri Tielemans;26;be BEL;MF,FW;Aston Villa;eng Premier League;32;1622;2;6;2;0;0.11;0.33;0.44;0.11
717;Lucas Digne;30;fr FRA;DF;Aston Villa;eng Premier League;33;2410;1;3;1;0;0.04;0.11;0.15;0.04
1641;Emiliano Martínez;30;ar ARG;GK;Aston Villa;eng Premier League;34;3015;0;0;0;0;0.00;0.00;0.00;0.00
185;Leon Bailey;25;jm JAM;MF,FW;Aston Villa;eng Premier League;35;2068;10;9;10;0;0.44;0.39;0.83;0.44
1367;Ezri Konsa;25;eng ENG;DF;Aston Villa;eng Premier League;35;3069;1;0;1;0;0.03;0.00;0.03;0.03
1533;Douglas Luiz;25;br BRA;MF;Aston Villa;eng Premier League;35;2993;9;5;5;0;0.27;0.15;0.42;0.15
1704;John McGinn;28;sct SCO;MF,FW;Aston Villa;eng Premier League;35;2999;6;4;6;1;0.18;0.12;0.30;0.18
2747;Ollie Watkins;27;eng ENG;FW;Aston Villa;eng Premier League;37;3217;19;13;19;0;0.53;0.36;0.90;0.53
690;Moussa Diaby;24;fr FRA;FW,MF;Aston Villa;eng Premier League;38;2174;6;8;6;0;0.25;0.33;0.58;0.25
1727;Leonardo Mendicino;17;it ITA;MF;Atalanta;it Serie A;1;1;0;0;0;0;0.00;0.00;0.00;0.00
2281;Francesco Rossi;32;it ITA;GK;Atalanta;it Serie A;1;5;0;0;0;0;0.00;0.00;0.00;0.00
339;Giovanni Bonfanti;20;it ITA;DF;Atalanta;it Serie A;2;89;0;0;0;0;0.00;0.00;0.00;0.00
2818;Duván Zapata;32;co COL;FW;Atalanta;it Serie A;2;112;1;0;1;0;0.80;0.00;0.80;0.80
2817;Duván Zapata;32;co COL;FW;Torino;it Serie A;35;2880;12;4;12;0;0.37;0.12;0.50;0.37
1532;José Luis Palomino;33;ar ARG;DF;Atalanta;it Serie A;4;27;0;0;0;0;0.00;0.00;0.00;0.00
2843;Nadir Zortea;24;it ITA;DF;Atalanta;it Serie A;5;149;1;0;1;0;0.60;0.00;0.60;0.60
2842;Nadir Zortea;24;it ITA;DF;Frosinone;it Serie A;14;1258;1;5;1;0;0.07;0.36;0.43;0.07
1874;Michel Ndary Adopo;23;fr FRA;MF;Atalanta;it Serie A;10;109;0;1;0;0;0.00;0.83;0.83;0.00
308;El Bilal Touré;21;ml MLI;FW;Atalanta;it Serie A;11;394;2;0;2;0;0.46;0.00;0.46;0.46
1850;Juan Musso;29;ar ARG;GK;Atalanta;it Serie A;11;990;0;0;0;0;0.00;0.00;0.00;0.00
191;Mitchel Bakker;23;nl NED;DF;Atalanta;it Serie A;14;382;1;0;1;0;0.24;0.00;0.24;0.24
1142;Isak Hien;24;se SWE;DF;Atalanta;it Serie A;16;937;0;1;0;0;0.00;0.10;0.10;0.00
1141;Isak Hien;24;se SWE;DF;Hellas Verona;it Serie A;10;864;0;0;0;1;0.00;0.00;0.00;0.00
1842;Luis Muriel;32;co COL;FW,MF;Atalanta;it Serie A;18;409;2;1;2;0;0.44;0.22;0.66;0.44
2603;Rafael Tolói;32;it ITA;DF;Atalanta;it Serie A;18;965;0;0;0;1;0.00;0.00;0.00;0.00
1154;Emil Holm;23;se SWE;DF;Atalanta;it Serie A;22;947;1;1;1;0;0.10;0.10;0.19;0.10
1106;Hans Hateboer;29;nl NED;DF;Atalanta;it Serie A;23;1113;0;1;0;0;0.00;0.08;0.08;0.00
469;Marco Carnesecchi;23;it ITA;GK;Atalanta;it Serie A;27;2425;0;0;0;0;0.00;0.00;0.00;0.00
1769;Aleksei Miranchuk;27;ru RUS;MF,FW;Atalanta;it Serie A;27;1176;3;5;3;0;0.23;0.38;0.61;0.23
2373;Gianluca Scamacca;24;it ITA;FW;Atalanta;it Serie A;29;1453;12;6;12;0;0.74;0.37;1.11;0.74
1354;Sead Kolašinac;30;ba BIH;DF;Atalanta;it Serie A;30;2178;1;0;1;0;0.04;0.00;0.04;0.04
2276;Marten de Roon;32;nl NED;MF,DF;Atalanta;it Serie A;30;2599;0;5;0;0;0.00;0.17;0.17;0.00
1504;Ademola Lookman;25;ng NGA;FW,MF;Atalanta;it Serie A;31;1894;11;7;11;0;0.52;0.33;0.86;0.52
2820;Davide Zappacosta;31;it ITA;DF;Atalanta;it Serie A;31;1867;2;1;2;0;0.10;0.05;0.14;0.10
2372;Giorgio Scalvini;19;it ITA;DF;Atalanta;it Serie A;33;2544;1;3;1;0;0.04;0.11;0.14;0.04
1368;Teun Koopmeiners;25;nl NED;MF;Atalanta;it Serie A;34;2627;12;5;10;0;0.41;0.17;0.58;0.34
2046;Mario Pašalić;28;hr CRO;MF;Atalanta;it Serie A;34;2051;6;6;4;0;0.26;0.26;0.53;0.18
2293;Matteo Ruggeri;21;it ITA;DF;Atalanta;it Serie A;34;2449;0;4;0;0;0.00;0.15;0.15;0.00
657;Charles De Ketelaere;22;be BEL;FW,MF;Atalanta;it Serie A;35;2026;10;8;9;0;0.44;0.36;0.80;0.40
796;Éderson;24;br BRA;MF;Atalanta;it Serie A;36;2869;6;1;6;0;0.19;0.03;0.22;0.19
733;Berat Djimsiti;30;al ALB;DF;Atalanta;it Serie A;37;2832;0;1;0;0;0.00;0.03;0.03;0.00
1960;Aingeru Olabarrieta;17;es ESP;FW;Athletic Club;es La Liga;1;9;0;0;0;0;0.00;0.00;0.00;0.00
1913;Peru Nolaskoain;24;es ESP;DF,MF;Athletic Club;es La Liga;2;10;0;0;0;0;0.00;0.00;0.00;0.00
34;Julen Agirrezabala;22;es ESP;GK;Athletic Club;es La Liga;4;238;0;0;0;0;0.00;0.00;0.00;0.00
1223;Mikel Jauregizar;19;es ESP;MF;Athletic Club;es La Liga;7;151;0;0;0;0;0.00;0.00;0.00;0.00
1186;Imanol;23;es ESP;DF;Athletic Club;es La Liga;9;525;0;0;0;0;0.00;0.00;0.00;0.00
131;Adu Ares;21;es ESP;FW;Athletic Club;es La Liga;12;265;0;0;0;0;0.00;0.00;0.00;0.00
941;Dani García;33;es ESP;MF;Athletic Club;es La Liga;17;745;1;0;1;0;0.12;0.00;0.12;0.12
2708;Asier Villalibre;25;es ESP;FW;Athletic Club;es La Liga;18;513;2;1;2;0;0.35;0.18;0.53;0.35
90;Yeray Álvarez;28;es ESP;DF;Athletic Club;es La Liga;19;1152;0;0;0;1;0.00;0.00;0.00;0.00
949;Raúl García;37;es ESP;FW,MF;Athletic Club;es La Liga;20;420;1;0;1;0;0.21;0.00;0.21;0.21
1833;Iker Muniain;30;es ESP;MF,FW;Athletic Club;es La Liga;20;594;2;0;2;0;0.30;0.00;0.30;0.30
1133;Ander Herrera;33;es ESP;MF;Athletic Club;es La Liga;23;1030;0;3;0;0;0.00;0.26;0.26;0.00
1000;Unai Gómez;20;es ESP;MF;Athletic Club;es La Liga;25;875;2;0;2;0;0.21;0.00;0.21;0.21
2153;Beñat Prados;22;es ESP;MF,DF;Athletic Club;es La Liga;26;1449;0;0;0;0;0.00;0.00;0.00;0.00
285;Yuri Berchiche;33;es ESP;DF;Athletic Club;es La Liga;27;1930;3;1;3;0;0.14;0.05;0.19;0.14
1461;Iñigo Lekue;30;es ESP;DF;Athletic Club;es La Liga;27;2002;0;2;0;0;0.00;0.09;0.09;0.00
2695;Mikel Vesga;30;es ESP;MF;Athletic Club;es La Liga;27;1534;3;1;1;0;0.18;0.06;0.23;0.06
1613;Óscar de Marcos;34;es ESP;DF;Athletic Club;es La Liga;28;2258;1;5;1;0;0.04;0.20;0.24;0.04
931;Iñigo Ruiz de Galarreta;29;es ESP;MF;Athletic Club;es La Liga;29;2091;1;1;1;0;0.04;0.04;0.09;0.04
2333;Oihan Sancet;23;es ESP;MF;Athletic Club;es La Liga;30;1975;4;5;4;2;0.18;0.23;0.41;0.18
2769;Nico Williams;21;es ESP;FW;Athletic Club;es La Liga;31;2263;5;11;5;1;0.20;0.44;0.64;0.20
1074;Gorka Guruzeta;26;es ESP;FW;Athletic Club;es La Liga;32;2217;14;5;14;0;0.57;0.20;0.77;0.57
2723;Daniel Vivian;24;es ESP;DF;Athletic Club;es La Liga;33;2878;0;0;0;0;0.00;0.00;0.00;0.00
2039;Aitor Paredes;23;es ESP;DF;Athletic Club;es La Liga;34;2704;1;0;1;1;0.03;0.00;0.03;0.03
2767;Iñaki Williams;29;gh GHA;FW;Athletic Club;es La Liga;34;2844;12;3;12;0;0.38;0.09;0.47;0.38
286;Álex Berenguer;28;es ESP;FW;Athletic Club;es La Liga;35;1592;7;3;6;0;0.40;0.17;0.57;0.34
2440;Unai Simón;26;es ESP;GK;Athletic Club;es La Liga;36;3182;0;0;0;0;0.00;0.00;0.00;0.00
1226;Salim El Jebari;19;ma MAR;MF;Atlético Madrid;es La Liga;1;13;0;0;0;0;0.00;0.00;0.00;0.00
2175;Abdellah Raihani;19;ma MAR;FW;Atlético Madrid;es La Liga;1;10;0;0;0;0;0.00;0.00;0.00;0.00
470;Yannick Carrasco;29;be BEL;DF;Atlético Madrid;es La Liga;3;221;0;1;0;0;0.00;0.41;0.41;0.00
1462;Thomas Lemar;27;fr FRA;MF;Atlético Madrid;es La Liga;3;164;0;0;0;0;0.00;0.00;0.00;0.00
929;Javi Galán;28;es ESP;DF;Atlético Madrid;es La Liga;5;88;0;0;0;0;0.00;0.00;0.00;0.00
930;Javi Galán;28;es ESP;DF;Real Sociedad;es La Liga;14;1075;0;1;0;0;0.00;0.08;0.08;0.00
2053;Gabriel Paulista;32;br BRA;DF;Atlético Madrid;es La Liga;5;405;0;0;0;0;0.00;0.00;0.00;0.00
2054;Gabriel Paulista;32;br BRA;DF;Valencia;es La Liga;18;1398;0;0;0;1;0.00;0.00;0.00;0.00
2693;Arthur Vermeeren;18;be BEL;MF;Atlético Madrid;es La Liga;5;162;0;0;0;0;0.00;0.00;0.00;0.00
2492;Çağlar Söyüncü;27;tr TUR;DF;Atlético Madrid;es La Liga;6;114;0;0;0;1;0.00;0.00;0.00;0.00
1597;Reinildo Mandava;29;mz MOZ;DF;Atlético Madrid;es La Liga;16;731;2;1;2;0;0.25;0.12;0.37;0.25
1617;José María Giménez;28;uy URU;DF;Atlético Madrid;es La Liga;22;1326;0;0;0;0;0.00;0.00;0.00;0.00
1720;Memphis;29;nl NED;FW;Atlético Madrid;es La Liga;23;893;5;1;5;0;0.50;0.10;0.60;0.50
2367;Stefan Savić;32;me MNE;DF;Atlético Madrid;es La Liga;23;1630;0;0;0;1;0.00;0.00;0.00;0.00
226;Pablo Barrios;20;es ESP;MF;Atlético Madrid;es La Liga;24;1555;0;1;0;0;0.00;0.06;0.06;0.00
170;César Azpilicueta;33;es ESP;DF;Atlético Madrid;es La Liga;25;1423;0;2;0;0;0.00;0.13;0.13;0.00
1791;Nahuel Molina;25;ar ARG;DF;Atlético Madrid;es La Liga;30;1852;2;3;2;1;0.10;0.15;0.24;0.10
1125;Mario Hermoso;28;es ESP;DF;Atlético Madrid;es La Liga;31;2557;0;1;0;0;0.00;0.04;0.04;0.00
581;Ángel Correa;28;ar ARG;FW,MF;Atlético Madrid;es La Liga;32;1528;9;2;8;0;0.53;0.12;0.65;0.47
1801;Álvaro Morata;30;es ESP;FW;Atlético Madrid;es La Liga;32;1904;15;3;15;1;0.71;0.14;0.85;0.71
1035;Antoine Griezmann;32;fr FRA;FW,MF;Atlético Madrid;es La Liga;33;2644;16;6;12;0;0.54;0.20;0.75;0.41
658;Rodrigo De Paul;29;ar ARG;MF;Atlético Madrid;es La Liga;34;2075;3;5;3;0;0.13;0.22;0.35;0.13
1483;Samuel Lino;23;br BRA;DF,MF;Atlético Madrid;es La Liga;34;2080;4;5;4;0;0.17;0.22;0.39;0.17
1906;Saúl Ñíguez;28;es ESP;MF;Atlético Madrid;es La Liga;34;1374;1;4;1;1;0.07;0.26;0.33;0.07
2238;Rodrigo Riquelme;23;es ESP;DF,MF;Atlético Madrid;es La Liga;34;1528;3;5;3;0;0.18;0.29;0.47;0.18
1353;Koke;31;es ESP;MF;Atlético Madrid;es La Liga;35;2493;0;4;0;0;0.00;0.14;0.14;0.00
