Rank;Player;Age;Nation;Position;Squad;Competition;Match_played;Minutes_played;Goals_Scored;Assist;Goals_Excluding_Penalties;Red_Cards;Goals_per_90min;Assist_per_90min;Goals&Assist_per_90min;Goals_excluding_penalties_90min
2759;Timo Werner;27;de GER;FW,MF;RB Leipzig;de Bundesliga;8;207;2;0;1;0;0.87;0.00;0.87;0.43
2758;Timo Werner;27;de GER;FW;Tottenham;eng Premier League;13;809;2;3;2;0;0.22;0.33;0.56;0.22
475;Fabio Carvalho;20;pt POR;MF;RB Leipzig;de Bundesliga;9;165;0;0;0;0;0.00;0.00;0.00;0.00
1066;Péter Gulácsi;33;hu HUN;GK;RB Leipzig;de Bundesliga;13;1170;0;0;0;0;0.00;0.00;0.00;0.00
897;Emil Forsberg;31;se SWE;MF,FW;RB Leipzig;de Bundesliga;14;464;2;1;2;0;0.39;0.19;0.58;0.39
1988;Willi Orban;30;hu HUN;DF;RB Leipzig;de Bundesliga;19;1582;0;0;0;0;0.00;0.00;0.00;0.00
321;Janis Blaswich;32;de GER;GK;RB Leipzig;de Bundesliga;21;1890;0;0;0;0;0.00;0.00;0.00;0.00
1089;Amadou Haidara;25;ml MLI;MF;RB Leipzig;de Bundesliga;21;1526;2;1;2;0;0.12;0.06;0.18;0.12
1967;Dani Olmo;25;es ESP;MF;RB Leipzig;de Bundesliga;21;1449;4;5;4;0;0.25;0.31;0.56;0.25
2403;Nicolas Seiwald;22;at AUT;MF;RB Leipzig;de Bundesliga;21;718;0;2;0;0;0.00;0.25;0.25;0.00
1345;Lukas Klostermann;27;de GER;DF;RB Leipzig;de Bundesliga;25;1436;1;0;1;0;0.06;0.00;0.06;0.06
1297;Kevin Kampl;32;si SVN;MF;RB Leipzig;de Bundesliga;26;1363;1;0;1;0;0.07;0.00;0.07;0.07
2150;Yussuf Poulsen;29;dk DEN;FW;RB Leipzig;de Bundesliga;28;1217;5;2;5;0;0.37;0.15;0.52;0.37
2380;Xaver Schlager;25;at AUT;MF;RB Leipzig;de Bundesliga;29;2477;0;5;0;0;0.00;0.18;0.18;0.00
2201;David Raum;25;de GER;DF;RB Leipzig;de Bundesliga;31;2739;2;8;2;0;0.07;0.26;0.33;0.07
2415;Benjamin Šeško;20;si SVN;FW;RB Leipzig;de Bundesliga;31;1526;14;2;14;0;0.83;0.12;0.94;0.83
241;Christoph Baumgartner;23;at AUT;MF,FW;RB Leipzig;de Bundesliga;32;1158;5;1;5;0;0.39;0.08;0.47;0.39
1535;Castello Lukeba;20;fr FRA;DF;RB Leipzig;de Bundesliga;32;2191;1;0;1;0;0.04;0.00;0.04;0.04
2435;Mohamed Simakan;23;fr FRA;DF;RB Leipzig;de Bundesliga;32;2138;2;3;2;0;0.08;0.13;0.21;0.08
2441;Xavi Simons;20;nl NED;MF;RB Leipzig;de Bundesliga;32;2653;8;11;7;1;0.27;0.37;0.64;0.24
1117;Benjamin Henrichs;26;de GER;DF;RB Leipzig;de Bundesliga;33;2526;1;5;1;0;0.04;0.18;0.21;0.04
1983;Loïs Openda;23;be BEL;FW;RB Leipzig;de Bundesliga;34;2697;24;7;22;0;0.80;0.23;1.03;0.73
1836;Álvaro Muñoz;19;uy URU;FW;Real Madrid;es La Liga;1;1;0;0;0;0;0.00;0.00;0.00;0.00
947;Gonzalo García;19;es ESP;FW,MF;Real Madrid;es La Liga;2;19;0;0;0;0;0.00;0.00;0.00;0.00
1637;Mario Martín;19;es ESP;MF;Real Madrid;es La Liga;2;18;0;0;0;0;0.00;0.00;0.00;0.00
598;Thibaut Courtois;31;be BEL;GK;Real Madrid;es La Liga;4;332;0;0;0;0;0.00;0.00;0.00;0.00
2060;Nicolás Paz;18;ar ARG;MF,FW;Real Madrid;es La Liga;4;23;0;0;0;0;0.00;0.00;0.00;0.00
1068;Arda Güler;18;tr TUR;FW,MF;Real Madrid;es La Liga;10;377;6;0;6;0;1.43;0.00;1.43;1.43
1753;Éder Militão;25;br BRA;DF;Real Madrid;es La Liga;10;496;0;0;0;0;0.00;0.00;0.00;0.00
62;David Alaba;31;at AUT;DF;Real Madrid;es La Liga;14;1154;0;1;0;0;0.00;0.08;0.08;0.00
143;Kepa Arrizabalaga;28;es ESP;GK;Real Madrid;es La Liga;14;1198;0;0;0;0;0.00;0.00;0.00;0.00
498;Dani Ceballos;26;es ESP;MF,FW;Real Madrid;es La Liga;20;598;0;2;0;0;0.00;0.30;0.30;0.00
1539;Andriy Lunin;24;ua UKR;GK;Real Madrid;es La Liga;21;1890;0;0;0;0;0.00;0.00;0.00;0.00
1730;Ferland Mendy;28;fr FRA;DF;Real Madrid;es La Liga;23;1720;0;0;0;0;0.00;0.00;0.00;0.00
945;Fran Garcia;23;es ESP;DF;Real Madrid;es La Liga;25;1398;1;5;1;0;0.06;0.32;0.39;0.06
1265;Vinicius Júnior;23;br BRA;FW;Real Madrid;es La Liga;26;1864;15;5;14;0;0.72;0.24;0.97;0.68
2565;Aurélien Tchouaméni;23;fr FRA;MF,DF;Real Madrid;es La Liga;27;1987;3;1;3;0;0.14;0.05;0.18;0.14
266;Jude Bellingham;20;eng ENG;MF;Real Madrid;es La Liga;28;2315;19;6;18;1;0.74;0.23;0.97;0.70
474;Dani Carvajal;31;es ESP;DF;Real Madrid;es La Liga;28;2171;4;3;4;1;0.17;0.12;0.29;0.17
1862;Nacho;33;es ESP;DF;Real Madrid;es La Liga;29;1746;0;1;0;2;0.00;0.05;0.05;0.00
2681;Lucas Vázquez;32;es ESP;DF;Real Madrid;es La Liga;29;1419;3;6;3;0;0.19;0.38;0.57;0.19
438;Eduardo Camavinga;20;fr FRA;MF,DF;Real Madrid;es La Liga;31;1817;0;2;0;0;0.00;0.10;0.10;0.00
707;Brahim Díaz;23;ma MAR;FW,MF;Real Madrid;es La Liga;31;1545;8;6;8;0;0.47;0.35;0.82;0.47
1784;Luka Modrić;37;hr CRO;MF;Real Madrid;es La Liga;32;1688;2;6;2;0;0.11;0.32;0.43;0.11
1391;Toni Kroos;33;de GER;MF;Real Madrid;es La Liga;33;2124;1;8;1;0;0.04;0.34;0.38;0.04
2289;Antonio Rüdiger;30;de GER;DF;Real Madrid;es La Liga;33;2709;1;0;1;0;0.03;0.00;0.03;0.03
1252;Joselu;33;es ESP;FW;Real Madrid;es La Liga;34;1687;10;2;10;0;0.53;0.11;0.64;0.53
2262;Rodrygo;22;br BRA;FW;Real Madrid;es La Liga;34;2380;10;5;10;0;0.38;0.19;0.57;0.38
2669;Federico Valverde;25;uy URU;MF;Real Madrid;es La Liga;37;2904;2;7;2;0;0.06;0.22;0.28;0.06
623;Alberto Dadie;21;es ESP;MF;Real Sociedad;es La Liga;1;28;0;0;0;0;0.00;0.00;0.00;0.00
1635;Jon Martin;17;es ESP;DF;Real Sociedad;es La Liga;1;24;0;0;0;0;0.00;0.00;0.00;0.00
1628;Unai Marrero;21;es ESP;GK;Real Sociedad;es La Liga;2;142;0;0;0;0;0.00;0.00;0.00;0.00
1011;Urko González;22;es ESP;MF;Real Sociedad;es La Liga;5;156;0;0;0;0;0.00;0.00;0.00;0.00
1565;Jon Magunacelaya;23;es ESP;FW,MF;Real Sociedad;es La Liga;5;121;0;0;0;0;0.00;0.00;0.00;0.00
1948;Álvaro Odriozola;27;es ESP;DF;Real Sociedad;es La Liga;9;393;0;0;0;0;0.00;0.00;0.00;0.00
867;Carlos Fernández;27;es ESP;FW;Real Sociedad;es La Liga;10;408;2;1;1;0;0.44;0.22;0.66;0.22
123;Jon Aramburu;21;ve VEN;DF;Real Sociedad;es La Liga;11;543;0;0;0;0;0.00;0.00;0.00;0.00
1962;Olasagasti;22;es ESP;MF;Real Sociedad;es La Liga;14;360;0;0;0;0;0.00;0.00;0.00;0.00
247;Sheraldo Becker;28;sr SUR;FW,MF;Real Sociedad;es La Liga;15;771;2;2;2;0;0.23;0.23;0.47;0.23
248;Sheraldo Becker;28;sr SUR;FW,MF;Union Berlin;de Bundesliga;11;645;0;1;0;0;0.00;0.14;0.14;0.00
813;Aritz Elustondo;29;es ESP;DF;Real Sociedad;es La Liga;15;812;0;1;0;0;0.00;0.11;0.11;0.00
2428;André Silva;27;pt POR;FW;Real Sociedad;es La Liga;19;729;3;0;2;0;0.37;0.00;0.37;0.25
2593;Kieran Tierney;26;sct SCO;DF;Real Sociedad;es La Liga;20;1238;0;2;0;0;0.00;0.15;0.15;0.00
1835;Aihen Muñoz;25;es ESP;DF;Real Sociedad;es La Liga;21;1127;0;2;0;0;0.00;0.16;0.16;0.00
2017;Jon Pacheco;22;es ESP;DF;Real Sociedad;es La Liga;23;1526;1;1;1;0;0.06;0.06;0.12;0.06
2307;Umar Sadiq;26;ng NGA;FW;Real Sociedad;es La Liga;26;1077;3;1;3;0;0.25;0.08;0.33;0.25
225;Ander Barrenetxea;21;es ESP;FW,MF;Real Sociedad;es La Liga;29;1427;4;1;4;0;0.25;0.06;0.32;0.25
1449;Robin Le Normand;26;es ESP;DF;Real Sociedad;es La Liga;29;2469;2;0;2;0;0.07;0.00;0.07;0.07
2647;Beñat Turrientes;21;es ESP;MF;Real Sociedad;es La Liga;29;1687;0;1;0;0;0.00;0.05;0.05;0.00
2810;Arsen Zakharyan;20;ru RUS;MF,FW;Real Sociedad;es La Liga;29;1228;1;2;1;0;0.07;0.15;0.22;0.07
1395;Takefusa Kubo;22;jp JPN;FW,MF;Real Sociedad;es La Liga;30;2150;7;4;7;0;0.29;0.17;0.46;0.29
2845;Igor Zubeldia;26;es ESP;DF;Real Sociedad;es La Liga;30;2518;0;2;0;1;0.00;0.07;0.07;0.00
2630;Hamari Traoré;31;ml MLI;DF;Real Sociedad;es La Liga;31;2292;0;2;0;0;0.00;0.08;0.08;0.00
2846;Martín Zubimendi;24;es ESP;MF;Real Sociedad;es La Liga;31;2654;4;1;4;0;0.14;0.03;0.17;0.14
1724;Brais Méndez;26;es ESP;MF,FW;Real Sociedad;es La Liga;32;2413;5;6;5;0;0.19;0.22;0.41;0.19
1737;Mikel Merino;27;es ESP;MF;Real Sociedad;es La Liga;32;2482;5;3;5;0;0.18;0.11;0.29;0.18
2012;Mikel Oyarzabal;26;es ESP;FW,MF;Real Sociedad;es La Liga;33;2156;9;3;7;0;0.38;0.13;0.50;0.29
2215;Álex Remiro;28;es ESP;GK;Real Sociedad;es La Liga;37;3275;0;0;0;1;0.00;0.00;0.00;0.00
1697;Christ Mbondi;18;fr FRA;FW;Reims;fr Ligue 1;1;2;0;0;0;0;0.00;0.00;0.00;0.00
1362;Abdoul Koné;18;fr FRA;DF;Reims;fr Ligue 1;3;193;0;0;0;0;0.00;0.00;0.00;0.00
1278;Yaya Kader Fofana;19;ml MLI;MF,DF;Reims;fr Ligue 1;4;32;0;0;0;0;0.00;0.00;0.00;0.00
414;Maxime Busi;23;be BEL;FW,DF;Reims;fr Ligue 1;5;162;0;0;0;0;0.00;0.00;0.00;0.00
695;Ibrahim Diakité;19;gn GUI;DF;Reims;fr Ligue 1;5;109;0;0;0;0;0.00;0.00;0.00;0.00
2501;Benjamin Stambouli;32;fr FRA;MF;Reims;fr Ligue 1;7;286;0;1;0;0;0.00;0.31;0.31;0.00
333;Adama Bojang;19;gm GAM;FW;Reims;fr Ligue 1;9;83;0;0;0;0;0.00;0.00;0.00;0.00
1375;Therence Koudou;18;fr FRA;DF;Reims;fr Ligue 1;9;314;0;0;0;0;0.00;0.00;0.00;0.00
693;Mamadou Diakhon;17;fr FRA;FW,MF;Reims;fr Ligue 1;11;209;0;0;0;0;0.00;0.00;0.00;0.00
2317;Amine Salama;23;fr FRA;FW;Reims;fr Ligue 1;11;313;0;0;0;0;0.00;0.00;0.00;0.00
2774;Josh Wilson-Esbrand;20;eng ENG;DF,MF;Reims;fr Ligue 1;11;461;1;1;1;0;0.20;0.20;0.39;0.20
154;Valentin Atangana Edoa;17;fr FRA;MF;Reims;fr Ligue 1;15;555;0;0;0;0;0.00;0.00;0.00;0.00
1363;Amadou Koné;18;ml MLI;MF;Reims;fr Ligue 1;16;475;0;0;0;1;0.00;0.00;0.00;0.00
1670;Azor Matusiwa;25;nl NED;MF;Reims;fr Ligue 1;16;1385;1;0;1;0;0.06;0.00;0.06;0.06
1671;Azor Matusiwa;25;nl NED;MF;Rennes;fr Ligue 1;12;794;0;1;0;0;0.00;0.11;0.11;0.00
1959;Joseph Okumu;26;ke KEN;DF;Reims;fr Ligue 1;21;1743;1;0;1;0;0.05;0.00;0.05;0.05
640;Mohammed Daramy;21;dk DEN;FW,MF;Reims;fr Ligue 1;25;1648;4;5;3;0;0.22;0.27;0.49;0.16
1866;Keito Nakamura;23;jp JPN;FW,MF;Reims;fr Ligue 1;25;1381;4;1;4;0;0.26;0.07;0.33;0.26
661;Thibault De Smet;25;be BEL;DF;Reims;fr Ligue 1;27;1831;0;0;0;1;0.00;0.00;0.00;0.00
892;Thomas Foket;28;be BEL;DF;Reims;fr Ligue 1;27;1833;0;1;0;1;0.00;0.05;0.05;0.00
1832;Marshall Munetsi;27;zw ZIM;MF;Reims;fr Ligue 1;27;2173;4;3;4;0;0.17;0.12;0.29;0.17
697;Oumar Diakité;19;ci CIV;FW;Reims;fr Ligue 1;28;1585;5;1;5;0;0.28;0.06;0.34;0.28
2228;Amir Richardson;21;ma MAR;MF;Reims;fr Ligue 1;28;1352;3;1;3;0;0.20;0.07;0.27;0.20
2578;Teddy Teuma;29;mt MLT;MF;Reims;fr Ligue 1;28;2113;6;3;5;0;0.26;0.13;0.38;0.21
1332;Reda Khadra;22;de GER;FW,MF;Reims;fr Ligue 1;29;1368;1;3;1;0;0.07;0.20;0.26;0.07
5;Yunis Abdelhamid;35;ma MAR;DF;Reims;fr Ligue 1;31;2781;4;0;3;0;0.13;0.00;0.13;0.10
1202;Junya Ito;30;jp JPN;FW,MF;Reims;fr Ligue 1;31;2714;3;7;3;0;0.10;0.23;0.33;0.10
33;Emmanuel Agbadou;26;ci CIV;DF;Reims;fr Ligue 1;32;2596;1;1;1;0;0.03;0.03;0.07;0.03
727;Yehvann Diouf;23;fr FRA;GK;Reims;fr Ligue 1;34;3060;0;0;0;0;0.00;0.00;0.00;0.00
1422;Mathis Lambourde;17;fr FRA;FW;Rennes;fr Ligue 1;1;10;0;0;0;0;0.00;0.00;0.00;0.00
1575;Lovro Majer;25;hr CRO;MF;Rennes;fr Ligue 1;1;16;0;0;0;0;0.00;0.00;0.00;0.00
1576;Lovro Majer;25;hr CRO;MF,FW;Wolfsburg;de Bundesliga;32;2106;5;5;3;0;0.21;0.21;0.43;0.13
1718;Birger Meling;28;no NOR;DF;Rennes;fr Ligue 1;1;16;0;0;0;0;0.00;0.00;0.00;0.00
542;Djaoui Cissé;19;fr FRA;MF;Rennes;fr Ligue 1;2;4;0;0;0;0;0.00;0.00;0.00;0.00
1864;Mahamadou Nagida;18;cm CMR;DF;Rennes;fr Ligue 1;3;106;0;0;0;0;0.00;0.00;0.00;0.00
2233;Fabian Rieder;21;ch SUI;MF;Rennes;fr Ligue 1;15;365;1;0;1;0;0.25;0.00;0.25;0.25
2787;Christopher Wooh;21;cm CMR;DF;Rennes;fr Ligue 1;18;1388;1;0;1;1;0.06;0.00;0.06;0.06
2798;Bertuğ Yıldırım;21;tr TUR;FW;Rennes;fr Ligue 1;21;469;0;1;0;0;0.00;0.19;0.19;0.00
267;Jeanuël Belocian;18;fr FRA;DF;Rennes;fr Ligue 1;23;1448;0;1;0;0;0.00;0.06;0.06;0.00
2315;Ibrahim Salah;21;ma MAR;FW,MF;Rennes;fr Ligue 1;23;524;4;1;4;0;0.69;0.17;0.86;0.69
761;Guela Doué;20;ci CIV;DF;Rennes;fr Ligue 1;24;1234;0;2;0;1;0.00;0.15;0.15;0.00
2575;Martin Terrier;26;fr FRA;FW,MF;Rennes;fr Ligue 1;24;1527;7;3;7;1;0.41;0.18;0.59;0.41
1447;Enzo Le Fée;23;fr FRA;MF;Rennes;fr Ligue 1;25;1527;0;1;0;0;0.00;0.06;0.06;0.00
1969;Warmed Omari;23;fr FRA;DF;Rennes;fr Ligue 1;25;2071;1;0;1;1;0.04;0.00;0.04;0.04
2580;Arthur Theate;23;be BEL;DF;Rennes;fr Ligue 1;28;2296;2;0;2;0;0.08;0.00;0.08;0.08
320;Ludovic Blas;25;fr FRA;FW,MF;Rennes;fr Ligue 1;29;1563;4;1;3;0;0.23;0.06;0.29;0.17
1286;Arnaud Kalimuendo;21;fr FRA;FW;Rennes;fr Ligue 1;30;2139;10;1;8;0;0.42;0.04;0.46;0.34
2352;Baptiste Santamaria;28;fr FRA;MF;Rennes;fr Ligue 1;30;1926;0;1;0;0;0.00;0.05;0.05;0.00
2641;Adrien Truffert;21;fr FRA;DF;Rennes;fr Ligue 1;30;2145;1;2;1;0;0.04;0.08;0.13;0.04
760;Désiré Doué;18;fr FRA;MF,FW;Rennes;fr Ligue 1;31;1626;4;4;4;0;0.22;0.22;0.44;0.22
1020;Amine Gouiri;23;dz ALG;FW,MF;Rennes;fr Ligue 1;31;2067;7;3;7;0;0.30;0.13;0.44;0.30
361;Benjamin Bourigeaud;29;fr FRA;MF,FW;Rennes;fr Ligue 1;32;2425;9;6;2;0;0.33;0.22;0.56;0.07
1595;Steve Mandanda;38;fr FRA;GK;Rennes;fr Ligue 1;34;3060;0;0;0;0;0.00;0.00;0.00;0.00
2136;Niccolò Pisilli;18;it ITA;MF;Roma;it Serie A;1;10;0;0;0;0;0.00;0.00;0.00;0.00
2471;Ola Solbakken;24;no NOR;FW;Roma;it Serie A;1;23;0;0;0;0;0.00;0.00;0.00;0.00
588;João Costa;18;br BRA;MF,FW;Roma;it Serie A;3;14;0;0;0;0;0.00;0.00;0.00;0.00
2021;Riccardo Pagano;18;it ITA;MF,DF;Roma;it Serie A;4;51;0;0;0;0;0.00;0.00;0.00;0.00
2334;Renato Sanches;25;pt POR;MF;Roma;it Serie A;7;146;1;0;1;0;0.62;0.00;0.62;0.62
13;Tammy Abraham;25;eng ENG;FW;Roma;it Serie A;8;242;1;0;1;0;0.37;0.00;0.37;0.37
2458;Chris Smalling;33;eng ENG;DF;Roma;it Serie A;8;390;0;0;0;0;0.00;0.00;0.00;0.00
2531;Mile Svilar;23;rs SRB;GK;Roma;it Serie A;15;1350;0;0;0;0;0.00;0.00;0.00;0.00
113;Angeliño;26;es ESP;DF;Roma;it Serie A;16;1141;0;1;0;0;0.00;0.08;0.08;0.00
120;Houssem Aouar;25;dz ALG;MF,FW;Roma;it Serie A;16;756;4;0;4;0;0.48;0.00;0.48;0.48
500;Zeki Çelik;26;tr TUR;DF;Roma;it Serie A;17;671;0;0;0;0;0.00;0.00;0.00;0.00
1308;Rick Karsdorp;28;nl NED;DF;Roma;it Serie A;18;1191;0;2;0;0;0.00;0.15;0.15;0.00
2812;Nicola Zalewski;21;pl POL;DF,FW;Roma;it Serie A;22;968;0;1;0;1;0.00;0.09;0.09;0.00
169;Sardar Azmoun;28;ir IRN;FW,MF;Roma;it Serie A;23;585;3;0;3;0;0.46;0.00;0.46;0.46
2051;Rui Patrício;35;pt POR;GK;Roma;it Serie A;23;2070;0;0;0;0;0.00;0.00;0.00;0.00
2496;Leonardo Spinazzola;30;it ITA;DF;Roma;it Serie A;24;1312;1;2;1;0;0.07;0.14;0.21;0.07
1858;Obite N'Dicka;23;ci CIV;DF;Roma;it Serie A;25;2168;0;3;0;0;0.00;0.12;0.12;0.00
788;Paulo Dybala;29;ar ARG;FW,MF;Roma;it Serie A;28;1959;13;9;6;0;0.60;0.41;1.01;0.28
1389;Rasmus Kristensen;26;dk DEN;DF;Roma;it Serie A;29;1744;1;1;1;0;0.05;0.05;0.10;0.05
1490;Diego Llorente;29;es ESP;DF;Roma;it Serie A;29;2170;1;1;1;0;0.04;0.04;0.08;0.04
2073;Lorenzo Pellegrini;27;it ITA;MF;Roma;it Serie A;29;1859;8;3;7;0;0.39;0.15;0.53;0.34
364;Edoardo Bove;21;it ITA;MF;Roma;it Serie A;31;1780;0;2;0;0;0.00;0.10;0.10;0.00
1534;Romelu Lukaku;30;be BEL;FW;Roma;it Serie A;32;2641;13;3;13;1;0.44;0.10;0.55;0.44
2419;Stephan El Shaarawy;30;it ITA;FW,DF;Roma;it Serie A;33;1738;3;4;3;0;0.16;0.21;0.36;0.16
2041;Leandro Paredes;29;ar ARG;MF;Roma;it Serie A;34;2634;3;5;0;1;0.10;0.17;0.27;0.00
1593;Gianluca Mancini;27;it ITA;DF;Roma;it Serie A;36;2869;4;1;4;0;0.13;0.03;0.16;0.13
606;Bryan Cristante;28;it ITA;MF,DF;Roma;it Serie A;37;3289;3;4;3;0;0.08;0.11;0.19;0.08
921;Gerardo Fusco;18;it ITA;FW;Salernitana;it Serie A;1;15;0;0;0;0;0.00;0.00;0.00;0.00
2418;Andres Sfait;18;ro ROU;DF,MF;Salernitana;it Serie A;2;23;0;0;0;0;0.00;0.00;0.00;0.00
391;Dylan Bronn;28;tn TUN;DF,MF;Salernitana;it Serie A;4;52;0;0;0;0;0.00;0.00;0.00;0.00
882;Vincenzo Fiorillo;33;it ITA;GK;Salernitana;it Serie A;4;360;0;0;0;1;0.00;0.00;0.00;0.00
2509;Trivante Stewart;23;jm JAM;FW,MF;Salernitana;it Serie A;4;100;0;0;0;0;0.00;0.00;0.00;0.00
1001;Iron Gomis;23;fr FRA;MF;Salernitana;it Serie A;5;134;0;0;0;0;0.00;0.00;0.00;0.00
326;Jérôme Boateng;34;de GER;DF;Salernitana;it Serie A;7;238;0;0;0;0;0.00;0.00;0.00;0.00
351;Erik Botheim;23;no NOR;FW,MF;Salernitana;it Serie A;7;316;0;0;0;0;0.00;0.00;0.00;0.00
1603;Kostas Manolas;32;gr GRE;DF;Salernitana;it Serie A;8;488;0;0;0;0;0.00;0.00;0.00;0.00
2047;Triantafyllos Pasaridīs;27;gr GRE;DF;Salernitana;it Serie A;8;452;0;0;0;0;0.00;0.00;0.00;0.00
2704;Emanuel Vignato;22;it ITA;MF,FW;Salernitana;it Serie A;9;311;0;1;0;0;0.00;0.29;0.29;0.00
420;Jovane Cabral;25;cv CPV;MF,FW;Salernitana;it Serie A;12;678;1;0;1;0;0.13;0.00;0.13;0.13
2129;Niccolò Pierozzi;21;it ITA;DF;Salernitana;it Serie A;12;871;1;0;1;0;0.10;0.00;0.10;0.10
591;Benoît Costil;36;fr FRA;GK;Salernitana;it Serie A;13;1170;0;0;0;0;0.00;0.00;0.00;0.00
1521;Matteo Lovato;23;it ITA;DF;Salernitana;it Serie A;13;947;0;0;0;0;0.00;0.00;0.00;0.00
1520;Matteo Lovato;23;it ITA;DF;Torino;it Serie A;13;544;0;0;0;0;0.00;0.00;0.00;0.00
632;Flavius Daniliuc;22;at AUT;DF;Salernitana;it Serie A;14;744;0;0;0;0;0.00;0.00;0.00;0.00
232;Toma Bašić;26;hr CRO;MF;Salernitana;it Serie A;15;1162;0;0;0;0;0.00;0.00;0.00;0.00
1930;Simeon Nwankwo;31;ng NGA;FW;Salernitana;it Serie A;15;686;3;0;3;0;0.39;0.00;0.39;0.39
689;Boulaye Dia;26;sn SEN;FW,MF;Salernitana;it Serie A;17;1143;4;0;3;0;0.31;0.00;0.31;0.24
852;Federico Fazio;36;ar ARG;DF;Salernitana;it Serie A;17;1355;1;0;1;1;0.07;0.00;0.07;0.07
1629;Agustín Martegani;23;ar ARG;MF;Salernitana;it Serie A;18;731;1;0;1;0;0.12;0.00;0.12;0.12
2330;Junior Sambia;26;fr FRA;DF,MF;Salernitana;it Serie A;18;1032;1;2;1;0;0.09;0.17;0.26;0.09
1945;Guillermo Ochoa;38;mx MEX;GK;Salernitana;it Serie A;21;1890;0;0;0;0;0.00;0.00;0.00;0.00
1080;Norbert Gyömbér;31;sk SVK;DF;Salernitana;it Serie A;22;1760;0;0;0;0;0.00;0.00;0.00;0.00
1182;Chukwubuikem Ikwuemesi;21;ng NGA;FW;Salernitana;it Serie A;25;1061;1;1;1;0;0.08;0.08;0.17;0.08
1309;Grigoris Kastanos;25;cy CYP;MF,DF;Salernitana;it Serie A;26;1480;3;3;3;0;0.18;0.18;0.36;0.18
1558;Giulio Maggiore;25;it ITA;MF;Salernitana;it Serie A;27;1800;4;2;4;1;0.20;0.10;0.30;0.20
2135;Lorenzo Pirola;21;it ITA;DF;Salernitana;it Serie A;27;1987;1;0;1;0;0.05;0.00;0.05;0.05
594;Lassana Coulibaly;27;ml MLI;MF;Salernitana;it Serie A;28;2082;0;1;0;0;0.00;0.04;0.04;0.00
2852;Mateusz Łęgowski;20;pl POL;MF;Salernitana;it Serie A;29;1145;0;0;0;0;0.00;0.00;0.00;0.00
2562;Loum Tchaouna;19;fr FRA;FW,MF;Salernitana;it Serie A;33;2100;4;3;4;0;0.17;0.13;0.30;0.17
367;Domagoj Bradarić;23;hr CRO;DF;Salernitana;it Serie A;34;2749;0;3;0;0;0.00;0.10;0.10;0.00
448;Antonio Candreva;36;it ITA;MF,FW;Salernitana;it Serie A;34;2750;6;6;5;0;0.20;0.20;0.39;0.16
1402;Justin Kumi;19;it ITA;FW;Sassuolo;it Serie A;1;4;0;0;0;0;0.00;0.00;0.00;0.00
1771;Kevin Miranda;20;it ITA;DF;Sassuolo;it Serie A;1;14;0;0;0;0;0.00;0.00;0.00;0.00
603;Alessio Cragno;29;it ITA;GK;Sassuolo;it Serie A;3;270;0;0;0;0;0.00;0.00;0.00;0.00
1401;Marash Kumbulla;23;al ALB;DF;Sassuolo;it Serie A;7;362;0;0;0;0;0.00;0.00;0.00;0.00
1484;Luca Lipani;18;it ITA;MF;Sassuolo;it Serie A;8;384;0;0;0;0;0.00;0.00;0.00;0.00
1774;Filippo Missori;19;it ITA;DF;Sassuolo;it Serie A;8;266;0;0;0;0;0.00;0.00;0.00;0.00
1941;Pedro Obiang;31;gq EQG;MF;Sassuolo;it Serie A;8;453;0;0;0;0;0.00;0.00;0.00;0.00
499;Emil Ceide;21;no NOR;FW,MF;Sassuolo;it Serie A;11;176;0;0;0;0;0.00;0.00;0.00;0.00
2711;Matías Viña;25;uy URU;DF;Sassuolo;it Serie A;15;1014;0;3;0;0;0.00;0.27;0.27;0.00
2718;Mattia Viti;21;it ITA;DF;Sassuolo;it Serie A;15;979;1;0;1;0;0.09;0.00;0.09;0.09
284;Domenico Berardi;28;it ITA;FW;Sassuolo;it Serie A;17;1431;9;3;4;0;0.57;0.19;0.75;0.25
490;Samu Castillejo;28;es ESP;FW,MF;Sassuolo;it Serie A;17;536;0;0;0;0;0.00;0.00;0.00;0.00
663;Grégoire Defrel;32;mq MTQ;FW,MF;Sassuolo;it Serie A;20;757;1;2;1;0;0.12;0.24;0.36;0.12
2168;Uroš Račić;25;rs SRB;MF;Sassuolo;it Serie A;22;820;1;1;1;0;0.11;0.11;0.22;0.11
2732;Cristian Volpato;19;it ITA;MF,FW;Sassuolo;it Serie A;22;645;1;0;1;0;0.14;0.00;0.14;0.14
2602;Jeremy Toljan;28;de GER;DF;Sassuolo;it Serie A;25;2083;0;5;0;0;0.00;0.22;0.22;0.00
2287;Ruan;24;br BRA;DF;Sassuolo;it Serie A;26;1516;0;0;0;1;0.00;0.00;0.00;0.00
1825;Samuele Mulattieri;22;it ITA;FW,MF;Sassuolo;it Serie A;27;462;0;0;0;0;0.00;0.00;0.00;0.00
188;Nedim Bajrami;24;al ALB;MF,FW;Sassuolo;it Serie A;28;1310;2;2;2;0;0.14;0.14;0.27;0.14
2064;Marcus Pedersen;23;no NOR;DF;Sassuolo;it Serie A;28;1613;0;2;0;0;0.00;0.11;0.11;0.00
334;Daniel Boloca;24;ro ROU;MF;Sassuolo;it Serie A;30;2022;1;0;1;1;0.04;0.00;0.04;0.04
1121;Matheus Henrique;25;br BRA;MF;Sassuolo;it Serie A;31;2501;2;2;2;1;0.07;0.07;0.14;0.07
